Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
166999 Steps   Best: 1504518305   470.29 seconds
167359 Steps   Best: 1504518276   471.52 seconds
167481 Steps   Best: 1504518080   471.91 seconds
167632 Steps   Best: 1504517713   472.36 seconds
167757 Steps   Best: 1504517523   472.69 seconds
167758 Steps   Best: 1504516064   472.69 seconds
167776 Steps   Best: 1504515348   472.74 seconds
167823 Steps   Best: 1504515293   472.87 seconds
167888 Steps   Best: 1504515257   473.04 seconds
167996 Steps   Best: 1504514279   473.41 seconds
167999 Steps   Best: 1504514279   473.42 seconds
168163 Steps   Best: 1504514227   473.85 seconds
168205 Steps   Best: 1504513504   473.97 seconds
168285 Steps   Best: 1504513467   474.18 seconds
168509 Steps   Best: 1504513305   474.75 seconds
168539 Steps   Best: 1504512602   474.83 seconds
168714 Steps   Best: 1504511313   475.31 seconds
168789 Steps   Best: 1504510861   475.52 seconds
168920 Steps   Best: 1504509800   475.90 seconds
168999 Steps   Best: 1504509800   476.08 seconds
169018 Steps   Best: 1504509436   476.13 seconds
169306 Steps   Best: 1504509015   476.95 seconds
169783 Steps   Best: 1504508325   478.25 seconds
169879 Steps   Best: 1504508167   478.47 seconds
169905 Steps   Best: 1504507954   478.53 seconds
169929 Steps   Best: 1504507350   478.58 seconds
169933 Steps   Best: 1504507045   478.59 seconds
169969 Steps   Best: 1504506707   478.69 seconds
169999 Steps   Best: 1504506707   478.77 seconds
Wrote the tour to linkern.tour
170220 Steps   Best: 1504506310   479.37 seconds
170247 Steps   Best: 1504506238   479.45 seconds
170771 Steps   Best: 1504505962   480.74 seconds
170810 Steps   Best: 1504505067   480.85 seconds
170853 Steps   Best: 1504504747   480.94 seconds
170987 Steps   Best: 1504504571   481.27 seconds
170999 Steps   Best: 1504504571   481.29 seconds
171200 Steps   Best: 1504504547   481.80 seconds
171210 Steps   Best: 1504504237   481.84 seconds
171522 Steps   Best: 1504504184   482.66 seconds
171593 Steps   Best: 1504503224   482.83 seconds
171637 Steps   Best: 1504502929   482.93 seconds
171640 Steps   Best: 1504502214   482.94 seconds
171665 Steps   Best: 1504501480   483.00 seconds
171672 Steps   Best: 1504501443   483.02 seconds
171764 Steps   Best: 1504501409   483.25 seconds
171841 Steps   Best: 1504501109   483.41 seconds
171914 Steps   Best: 1504500722   483.57 seconds
171938 Steps   Best: 1504499978   483.62 seconds
171999 Steps   Best: 1504499978   483.77 seconds
172044 Steps   Best: 1504499378   483.87 seconds
172073 Steps   Best: 1504498362   483.95 seconds
172140 Steps   Best: 1504498119   484.12 seconds
172315 Steps   Best: 1504498055   484.54 seconds
172632 Steps   Best: 1504497532   485.28 seconds
172657 Steps   Best: 1504497478   485.33 seconds
172712 Steps   Best: 1504496784   485.48 seconds
172847 Steps   Best: 1504496260   485.79 seconds
172918 Steps   Best: 1504496162   485.97 seconds
172955 Steps   Best: 1504495886   486.06 seconds
172976 Steps   Best: 1504495606   486.11 seconds
172999 Steps   Best: 1504495606   486.15 seconds
173066 Steps   Best: 1504495532   486.31 seconds
173324 Steps   Best: 1504495523   486.96 seconds
173393 Steps   Best: 1504495273   487.13 seconds
173457 Steps   Best: 1504494937   487.27 seconds
173504 Steps   Best: 1504494363   487.38 seconds
173774 Steps   Best: 1504494279   488.06 seconds
173814 Steps   Best: 1504494040   488.16 seconds
173871 Steps   Best: 1504493941   488.27 seconds
173999 Steps   Best: 1504493941   488.56 seconds
174008 Steps   Best: 1504493798   488.58 seconds
174016 Steps   Best: 1504492733   488.60 seconds
174057 Steps   Best: 1504492645   488.71 seconds
174300 Steps   Best: 1504492624   489.39 seconds
174376 Steps   Best: 1504492505   489.58 seconds
174425 Steps   Best: 1504491855   489.67 seconds
174472 Steps   Best: 1504491390   489.80 seconds
174573 Steps   Best: 1504491263   490.04 seconds
174617 Steps   Best: 1504491182   490.14 seconds
174649 Steps   Best: 1504490930   490.21 seconds
174817 Steps   Best: 1504489494   490.62 seconds
174930 Steps   Best: 1504488323   490.96 seconds
174948 Steps   Best: 1504488076   491.01 seconds
174966 Steps   Best: 1504487681   491.05 seconds
174999 Steps   Best: 1504487681   491.15 seconds
175322 Steps   Best: 1504487459   491.90 seconds
175341 Steps   Best: 1504487425   491.94 seconds
175537 Steps   Best: 1504487225   492.45 seconds
175655 Steps   Best: 1504487099   492.77 seconds
175715 Steps   Best: 1504486146   492.91 seconds
175866 Steps   Best: 1504485672   493.32 seconds
175887 Steps   Best: 1504485508   493.36 seconds
175999 Steps   Best: 1504485508   493.62 seconds
176117 Steps   Best: 1504485427   493.90 seconds
176118 Steps   Best: 1504485308   493.90 seconds
176179 Steps   Best: 1504484692   494.05 seconds
176181 Steps   Best: 1504484544   494.05 seconds
176208 Steps   Best: 1504484446   494.11 seconds
176400 Steps   Best: 1504484253   494.58 seconds
176419 Steps   Best: 1504484167   494.63 seconds
176432 Steps   Best: 1504484012   494.65 seconds
176451 Steps   Best: 1504483789   494.69 seconds
176556 Steps   Best: 1504483507   494.98 seconds
176571 Steps   Best: 1504483374   495.01 seconds
176791 Steps   Best: 1504482800   495.56 seconds
176818 Steps   Best: 1504482330   495.64 seconds
176999 Steps   Best: 1504482330   496.16 seconds
177042 Steps   Best: 1504481971   496.25 seconds
177067 Steps   Best: 1504481677   496.31 seconds
177148 Steps   Best: 1504480975   496.49 seconds
177153 Steps   Best: 1504480847   496.49 seconds
177351 Steps   Best: 1504480527   497.07 seconds
177372 Steps   Best: 1504480372   497.13 seconds
177552 Steps   Best: 1504480339   497.63 seconds
177564 Steps   Best: 1504479635   497.65 seconds
177747 Steps   Best: 1504479167   498.10 seconds
177771 Steps   Best: 1504478995   498.19 seconds
177781 Steps   Best: 1504478866   498.22 seconds
177929 Steps   Best: 1504478417   498.66 seconds
177999 Steps   Best: 1504478417   498.88 seconds
178076 Steps   Best: 1504477960   499.13 seconds
178104 Steps   Best: 1504477085   499.19 seconds
178140 Steps   Best: 1504476733   499.28 seconds
178203 Steps   Best: 1504476624   499.44 seconds
178230 Steps   Best: 1504476012   499.52 seconds
178420 Steps   Best: 1504475953   499.97 seconds
178621 Steps   Best: 1504475648   500.49 seconds
178793 Steps   Best: 1504475517   500.89 seconds
178797 Steps   Best: 1504474982   500.90 seconds
178998 Steps   Best: 1504474389   501.46 seconds
178999 Steps   Best: 1504474389   501.46 seconds
179061 Steps   Best: 1504474236   501.67 seconds
179327 Steps   Best: 1504474124   502.42 seconds
179438 Steps   Best: 1504473645   502.72 seconds
179451 Steps   Best: 1504473540   502.75 seconds
179497 Steps   Best: 1504473332   502.88 seconds
179616 Steps   Best: 1504473164   503.18 seconds
179794 Steps   Best: 1504472666   503.69 seconds
179999 Steps   Best: 1504472666   504.21 seconds
Wrote the tour to linkern.tour
180102 Steps   Best: 1504472430   504.52 seconds
180218 Steps   Best: 1504472033   504.88 seconds
180343 Steps   Best: 1504471880   505.23 seconds
180489 Steps   Best: 1504471724   505.67 seconds
180540 Steps   Best: 1504471299   505.82 seconds
180695 Steps   Best: 1504471266   506.29 seconds
180711 Steps   Best: 1504470237   506.32 seconds
180833 Steps   Best: 1504470137   506.62 seconds
180836 Steps   Best: 1504469215   506.63 seconds
180866 Steps   Best: 1504469067   506.73 seconds
180999 Steps   Best: 1504469067   507.13 seconds
181032 Steps   Best: 1504468905   507.21 seconds
181045 Steps   Best: 1504467533   507.24 seconds
181090 Steps   Best: 1504466762   507.34 seconds
181138 Steps   Best: 1504466558   507.51 seconds
181213 Steps   Best: 1504466356   507.74 seconds
181567 Steps   Best: 1504466227   508.78 seconds
181680 Steps   Best: 1504465869   509.13 seconds
181889 Steps   Best: 1504465735   509.82 seconds
181914 Steps   Best: 1504465630   509.91 seconds
181999 Steps   Best: 1504465630   510.18 seconds
182239 Steps   Best: 1504465477   511.06 seconds
182283 Steps   Best: 1504465209   511.25 seconds
182289 Steps   Best: 1504465162   511.27 seconds
182369 Steps   Best: 1504465067   511.54 seconds
182420 Steps   Best: 1504464436   511.78 seconds
182433 Steps   Best: 1504464102   511.83 seconds
182475 Steps   Best: 1504463763   511.99 seconds
182623 Steps   Best: 1504462528   512.43 seconds
182778 Steps   Best: 1504462434   512.89 seconds
182912 Steps   Best: 1504462151   513.41 seconds
182996 Steps   Best: 1504461628   513.67 seconds
182999 Steps   Best: 1504461628   513.68 seconds
183029 Steps   Best: 1504461024   513.77 seconds
183031 Steps   Best: 1504460536   513.77 seconds
183208 Steps   Best: 1504460443   514.38 seconds
183249 Steps   Best: 1504460225   514.49 seconds
183304 Steps   Best: 1504459691   514.66 seconds
183354 Steps   Best: 1504459147   514.79 seconds
183414 Steps   Best: 1504458810   514.94 seconds
183494 Steps   Best: 1504458715   515.13 seconds
183598 Steps   Best: 1504458249   515.44 seconds
183686 Steps   Best: 1504458096   515.77 seconds
183735 Steps   Best: 1504458072   515.92 seconds
183762 Steps   Best: 1504457819   515.99 seconds
183943 Steps   Best: 1504457547   516.50 seconds
183993 Steps   Best: 1504457378   516.63 seconds
183999 Steps   Best: 1504457378   516.64 seconds
184029 Steps   Best: 1504456909   516.72 seconds
184061 Steps   Best: 1504456832   516.81 seconds
184112 Steps   Best: 1504456815   516.95 seconds
184224 Steps   Best: 1504456695   517.25 seconds
184358 Steps   Best: 1504456533   517.69 seconds
184474 Steps   Best: 1504455955   518.06 seconds
184535 Steps   Best: 1504455797   518.24 seconds
184573 Steps   Best: 1504455743   518.33 seconds
184731 Steps   Best: 1504455591   518.73 seconds
184816 Steps   Best: 1504455110   518.93 seconds
184829 Steps   Best: 1504455000   518.97 seconds
184861 Steps   Best: 1504454889   519.06 seconds
184902 Steps   Best: 1504453701   519.16 seconds
184999 Steps   Best: 1504453701   519.39 seconds
185392 Steps   Best: 1504453634   520.49 seconds
185580 Steps   Best: 1504453109   521.04 seconds
185662 Steps   Best: 1504453083   521.27 seconds
185665 Steps   Best: 1504452581   521.28 seconds
185721 Steps   Best: 1504452463   521.43 seconds
185790 Steps   Best: 1504452362   521.62 seconds
185846 Steps   Best: 1504452347   521.81 seconds
185916 Steps   Best: 1504452117   522.01 seconds
185999 Steps   Best: 1504452117   522.22 seconds
186008 Steps   Best: 1504450826   522.25 seconds
186020 Steps   Best: 1504450502   522.28 seconds
186116 Steps   Best: 1504450130   522.56 seconds
186237 Steps   Best: 1504449607   523.00 seconds
186331 Steps   Best: 1504449470   523.41 seconds
186536 Steps   Best: 1504449411   524.10 seconds
186580 Steps   Best: 1504449238   524.26 seconds
186677 Steps   Best: 1504449220   524.51 seconds
186691 Steps   Best: 1504449173   524.58 seconds
186709 Steps   Best: 1504448540   524.63 seconds
186829 Steps   Best: 1504447629   524.99 seconds
186999 Steps   Best: 1504447629   525.47 seconds
187093 Steps   Best: 1504447625   525.77 seconds
187169 Steps   Best: 1504447092   525.98 seconds
187369 Steps   Best: 1504446820   526.59 seconds
187377 Steps   Best: 1504446699   526.61 seconds
187409 Steps   Best: 1504446618   526.70 seconds
187437 Steps   Best: 1504446583   526.77 seconds
187510 Steps   Best: 1504446089   526.97 seconds
187535 Steps   Best: 1504446017   527.05 seconds
187701 Steps   Best: 1504445838   527.50 seconds
187725 Steps   Best: 1504445803   527.56 seconds
187779 Steps   Best: 1504444770   527.71 seconds
187919 Steps   Best: 1504444542   528.08 seconds
187941 Steps   Best: 1504444230   528.13 seconds
187999 Steps   Best: 1504444230   528.26 seconds
188139 Steps   Best: 1504443828   528.64 seconds
188305 Steps   Best: 1504443480   529.08 seconds
188356 Steps   Best: 1504442914   529.22 seconds
188615 Steps   Best: 1504442911   529.88 seconds
188700 Steps   Best: 1504442785   530.12 seconds
188824 Steps   Best: 1504442602   530.46 seconds
188999 Steps   Best: 1504442602   530.97 seconds
189341 Steps   Best: 1504442518   531.91 seconds
189347 Steps   Best: 1504442401   531.92 seconds
189503 Steps   Best: 1504442345   532.32 seconds
189538 Steps   Best: 1504442283   532.41 seconds
189613 Steps   Best: 1504442180   532.59 seconds
189711 Steps   Best: 1504442084   532.81 seconds
189999 Steps   Best: 1504442084   533.51 seconds
Wrote the tour to linkern.tour
190046 Steps   Best: 1504441771   533.66 seconds
190143 Steps   Best: 1504441492   533.89 seconds
190299 Steps   Best: 1504441332   534.30 seconds
190811 Steps   Best: 1504441147   535.55 seconds
190830 Steps   Best: 1504441076   535.60 seconds
190975 Steps   Best: 1504440836   535.98 seconds
190999 Steps   Best: 1504440836   536.03 seconds
191060 Steps   Best: 1504440650   536.19 seconds
191306 Steps   Best: 1504440456   536.81 seconds
191392 Steps   Best: 1504440175   537.03 seconds
191402 Steps   Best: 1504440009   537.06 seconds
191427 Steps   Best: 1504439964   537.12 seconds
191431 Steps   Best: 1504439518   537.13 seconds
191593 Steps   Best: 1504439306   537.52 seconds
191658 Steps   Best: 1504439221   537.66 seconds
191980 Steps   Best: 1504439025   538.47 seconds
191999 Steps   Best: 1504439025   538.52 seconds
192033 Steps   Best: 1504438557   538.61 seconds
192217 Steps   Best: 1504438403   539.07 seconds
192260 Steps   Best: 1504438291   539.17 seconds
192413 Steps   Best: 1504438027   539.59 seconds
192570 Steps   Best: 1504437935   539.97 seconds
192669 Steps   Best: 1504437244   540.23 seconds
192731 Steps   Best: 1504436892   540.38 seconds
192746 Steps   Best: 1504436515   540.43 seconds
192976 Steps   Best: 1504436358   540.99 seconds
192999 Steps   Best: 1504436358   541.06 seconds
193051 Steps   Best: 1504435345   541.18 seconds
193092 Steps   Best: 1504435014   541.27 seconds
193131 Steps   Best: 1504433791   541.37 seconds
193329 Steps   Best: 1504433713   541.85 seconds
193333 Steps   Best: 1504433446   541.86 seconds
193338 Steps   Best: 1504433024   541.88 seconds
193349 Steps   Best: 1504432842   541.91 seconds
193441 Steps   Best: 1504432543   542.12 seconds
193563 Steps   Best: 1504431997   542.43 seconds
193608 Steps   Best: 1504431991   542.55 seconds
193681 Steps   Best: 1504431865   542.73 seconds
193730 Steps   Best: 1504431477   542.86 seconds
193753 Steps   Best: 1504430676   542.93 seconds
193773 Steps   Best: 1504430320   542.97 seconds
193933 Steps   Best: 1504430302   543.40 seconds
193999 Steps   Best: 1504430302   543.60 seconds
194383 Steps   Best: 1504429758   544.78 seconds
194399 Steps   Best: 1504429717   544.82 seconds
194597 Steps   Best: 1504429508   545.48 seconds
194913 Steps   Best: 1504429143   546.55 seconds
194999 Steps   Best: 1504429143   546.78 seconds
195197 Steps   Best: 1504428849   547.36 seconds
195307 Steps   Best: 1504428144   547.67 seconds
195365 Steps   Best: 1504428110   547.82 seconds
195375 Steps   Best: 1504427190   547.84 seconds
195508 Steps   Best: 1504426342   548.17 seconds
195674 Steps   Best: 1504426073   548.66 seconds
195721 Steps   Best: 1504425641   548.80 seconds
195771 Steps   Best: 1504425481   548.94 seconds
195868 Steps   Best: 1504425340   549.33 seconds
195945 Steps   Best: 1504424811   549.56 seconds
195958 Steps   Best: 1504424724   549.59 seconds
195999 Steps   Best: 1504424724   549.69 seconds
196094 Steps   Best: 1504424630   549.93 seconds
196166 Steps   Best: 1504424553   550.15 seconds
196365 Steps   Best: 1504424196   550.67 seconds
196407 Steps   Best: 1504423608   550.80 seconds
196578 Steps   Best: 1504423413   551.28 seconds
196835 Steps   Best: 1504423365   552.12 seconds
196999 Steps   Best: 1504423365   552.77 seconds
197412 Steps   Best: 1504423347   554.13 seconds
197489 Steps   Best: 1504422580   554.35 seconds
197579 Steps   Best: 1504422424   554.65 seconds
197670 Steps   Best: 1504421799   554.91 seconds
197706 Steps   Best: 1504421718   555.00 seconds
197851 Steps   Best: 1504421710   555.55 seconds
197999 Steps   Best: 1504421710   556.00 seconds
198453 Steps   Best: 1504421680   557.33 seconds
198508 Steps   Best: 1504421589   557.47 seconds
198524 Steps   Best: 1504421021   557.52 seconds
198639 Steps   Best: 1504420971   557.85 seconds
198687 Steps   Best: 1504420896   557.99 seconds
198766 Steps   Best: 1504420812   558.26 seconds
198887 Steps   Best: 1504420587   558.61 seconds
198893 Steps   Best: 1504420386   558.65 seconds
198966 Steps   Best: 1504419941   558.85 seconds
198999 Steps   Best: 1504419941   558.95 seconds
199117 Steps   Best: 1504419878   559.30 seconds
199171 Steps   Best: 1504419830   559.47 seconds
199504 Steps   Best: 1504419603   560.47 seconds
199643 Steps   Best: 1504419513   560.85 seconds
199803 Steps   Best: 1504419223   561.32 seconds
199913 Steps   Best: 1504419149   561.65 seconds
199927 Steps   Best: 1504419146   561.70 seconds
199961 Steps   Best: 1504418640   561.80 seconds
199999 Steps   Best: 1504418640   561.89 seconds
Wrote the tour to linkern.tour
200043 Steps   Best: 1504418370   562.09 seconds
200080 Steps   Best: 1504417803   562.20 seconds
200163 Steps   Best: 1504417580   562.48 seconds
200182 Steps   Best: 1504416929   562.56 seconds
200240 Steps   Best: 1504416896   562.76 seconds
200357 Steps   Best: 1504416492   563.14 seconds
200373 Steps   Best: 1504415922   563.18 seconds
200478 Steps   Best: 1504415171   563.50 seconds
200517 Steps   Best: 1504414717   563.61 seconds
200519 Steps   Best: 1504414550   563.61 seconds
200871 Steps   Best: 1504414509   564.56 seconds
200879 Steps   Best: 1504414478   564.59 seconds
200944 Steps   Best: 1504414304   564.78 seconds
200999 Steps   Best: 1504414304   564.98 seconds
201050 Steps   Best: 1504413619   565.11 seconds
201193 Steps   Best: 1504412832   565.49 seconds
201220 Steps   Best: 1504412636   565.57 seconds
201636 Steps   Best: 1504412473   566.75 seconds
201751 Steps   Best: 1504412460   567.07 seconds
201999 Steps   Best: 1504412460   567.77 seconds
202032 Steps   Best: 1504412218   567.88 seconds
202308 Steps   Best: 1504412137   568.68 seconds
202462 Steps   Best: 1504411919   569.12 seconds
202504 Steps   Best: 1504411805   569.22 seconds
202593 Steps   Best: 1504411561   569.47 seconds
202711 Steps   Best: 1504409977   569.79 seconds
202752 Steps   Best: 1504408822   569.88 seconds
202829 Steps   Best: 1504408433   570.16 seconds
202853 Steps   Best: 1504408409   570.22 seconds
202870 Steps   Best: 1504408356   570.27 seconds
202999 Steps   Best: 1504408356   570.70 seconds
203106 Steps   Best: 1504407649   571.03 seconds
203259 Steps   Best: 1504407434   571.49 seconds
203455 Steps   Best: 1504406883   572.06 seconds
203507 Steps   Best: 1504406373   572.23 seconds
203595 Steps   Best: 1504406303   572.59 seconds
203668 Steps   Best: 1504405940   572.87 seconds
203713 Steps   Best: 1504405925   573.03 seconds
203895 Steps   Best: 1504405570   573.57 seconds
203961 Steps   Best: 1504404660   573.73 seconds
203999 Steps   Best: 1504404660   573.83 seconds
204075 Steps   Best: 1504404526   574.06 seconds
204248 Steps   Best: 1504404300   574.66 seconds
204341 Steps   Best: 1504404157   574.99 seconds
204549 Steps   Best: 1504403868   575.74 seconds
204578 Steps   Best: 1504403763   575.81 seconds
204617 Steps   Best: 1504403606   575.90 seconds
204689 Steps   Best: 1504402689   576.08 seconds
204885 Steps   Best: 1504402574   576.60 seconds
204999 Steps   Best: 1504402574   576.91 seconds
205126 Steps   Best: 1504402492   577.30 seconds
205165 Steps   Best: 1504401843   577.44 seconds
205167 Steps   Best: 1504401518   577.44 seconds
205178 Steps   Best: 1504400195   577.50 seconds
205232 Steps   Best: 1504400086   577.70 seconds
205236 Steps   Best: 1504399601   577.71 seconds
205266 Steps   Best: 1504399051   577.81 seconds
205320 Steps   Best: 1504398841   578.02 seconds
205454 Steps   Best: 1504398529   578.42 seconds
205835 Steps   Best: 1504397969   579.58 seconds
205841 Steps   Best: 1504397902   579.60 seconds
205872 Steps   Best: 1504397195   579.69 seconds
205945 Steps   Best: 1504394957   579.89 seconds
205982 Steps   Best: 1504394759   579.98 seconds
205999 Steps   Best: 1504394759   580.01 seconds
206404 Steps   Best: 1504394427   581.14 seconds
206549 Steps   Best: 1504394415   581.59 seconds
206765 Steps   Best: 1504393912   582.26 seconds
206770 Steps   Best: 1504393801   582.28 seconds
206820 Steps   Best: 1504392222   582.41 seconds
206997 Steps   Best: 1504392194   582.90 seconds
206999 Steps   Best: 1504392194   582.91 seconds
207262 Steps   Best: 1504392126   583.65 seconds
207385 Steps   Best: 1504391925   583.99 seconds
207417 Steps   Best: 1504391707   584.06 seconds
207455 Steps   Best: 1504391567   584.15 seconds
207496 Steps   Best: 1504391177   584.26 seconds
207629 Steps   Best: 1504391040   584.59 seconds
207654 Steps   Best: 1504390738   584.65 seconds
207704 Steps   Best: 1504390391   584.76 seconds
207875 Steps   Best: 1504389956   585.27 seconds
207918 Steps   Best: 1504389949   585.35 seconds
207999 Steps   Best: 1504389949   585.54 seconds
208078 Steps   Best: 1504388561   585.76 seconds
208080 Steps   Best: 1504388083   585.76 seconds
208100 Steps   Best: 1504386986   585.81 seconds
208314 Steps   Best: 1504386799   586.31 seconds
208363 Steps   Best: 1504386319   586.42 seconds
208460 Steps   Best: 1504385830   586.69 seconds
208479 Steps   Best: 1504385387   586.75 seconds
208493 Steps   Best: 1504385149   586.77 seconds
208805 Steps   Best: 1504384987   587.55 seconds
208843 Steps   Best: 1504384845   587.63 seconds
208999 Steps   Best: 1504384845   587.97 seconds
209034 Steps   Best: 1504384511   588.06 seconds
209115 Steps   Best: 1504384429   588.25 seconds
209164 Steps   Best: 1504383871   588.36 seconds
209187 Steps   Best: 1504383823   588.43 seconds
209389 Steps   Best: 1504383059   588.96 seconds
209441 Steps   Best: 1504382645   589.11 seconds
209580 Steps   Best: 1504382351   589.45 seconds
209999 Steps   Best: 1504382351   590.68 seconds
Wrote the tour to linkern.tour
210163 Steps   Best: 1504381843   591.14 seconds
210178 Steps   Best: 1504381780   591.18 seconds
210193 Steps   Best: 1504381516   591.21 seconds
210346 Steps   Best: 1504381465   591.60 seconds
210384 Steps   Best: 1504381028   591.70 seconds
210422 Steps   Best: 1504380488   591.79 seconds
210444 Steps   Best: 1504379073   591.84 seconds
210594 Steps   Best: 1504378486   592.33 seconds
210601 Steps   Best: 1504378163   592.34 seconds
210671 Steps   Best: 1504377963   592.56 seconds
210850 Steps   Best: 1504377928   593.00 seconds
210940 Steps   Best: 1504377063   593.20 seconds
210999 Steps   Best: 1504377063   593.35 seconds
211163 Steps   Best: 1504376922   593.76 seconds
211456 Steps   Best: 1504375745   594.55 seconds
211510 Steps   Best: 1504375630   594.67 seconds
211641 Steps   Best: 1504375487   594.94 seconds
211688 Steps   Best: 1504374081   595.05 seconds
211834 Steps   Best: 1504374063   595.40 seconds
211929 Steps   Best: 1504373764   595.64 seconds
211999 Steps   Best: 1504373764   595.81 seconds
212147 Steps   Best: 1504373513   596.18 seconds
212453 Steps   Best: 1504373490   596.96 seconds
212525 Steps   Best: 1504373246   597.12 seconds
212535 Steps   Best: 1504372726   597.14 seconds
212584 Steps   Best: 1504372221   597.24 seconds
212612 Steps   Best: 1504371915   597.32 seconds
212960 Steps   Best: 1504371779   598.29 seconds
212999 Steps   Best: 1504371779   598.39 seconds
213184 Steps   Best: 1504371580   598.96 seconds
213201 Steps   Best: 1504371513   599.00 seconds
213268 Steps   Best: 1504371020   599.20 seconds
213443 Steps   Best: 1504370693   599.69 seconds
213466 Steps   Best: 1504370658   599.75 seconds
213626 Steps   Best: 1504370410   600.20 seconds
213649 Steps   Best: 1504369680   600.25 seconds
213783 Steps   Best: 1504369521   600.60 seconds
213935 Steps   Best: 1504368480   600.98 seconds
213955 Steps   Best: 1504368232   601.04 seconds
213986 Steps   Best: 1504368225   601.11 seconds
213997 Steps   Best: 1504367596   601.14 seconds
213999 Steps   Best: 1504367596   601.15 seconds
214004 Steps   Best: 1504367477   601.16 seconds
214009 Steps   Best: 1504367433   601.18 seconds
214021 Steps   Best: 1504367413   601.22 seconds
214240 Steps   Best: 1504367276   601.75 seconds
214275 Steps   Best: 1504367159   601.84 seconds
214357 Steps   Best: 1504367064   602.03 seconds
214796 Steps   Best: 1504366842   603.03 seconds
214999 Steps   Best: 1504366842   603.51 seconds
215055 Steps   Best: 1504366651   603.63 seconds
215088 Steps   Best: 1504366539   603.70 seconds
215220 Steps   Best: 1504366456   604.03 seconds
215278 Steps   Best: 1504366442   604.18 seconds
215348 Steps   Best: 1504366199   604.38 seconds
215638 Steps   Best: 1504365671   605.04 seconds
215651 Steps   Best: 1504364896   605.06 seconds
215726 Steps   Best: 1504364768   605.25 seconds
215850 Steps   Best: 1504364192   605.56 seconds
215965 Steps   Best: 1504363780   605.82 seconds
215991 Steps   Best: 1504363258   605.90 seconds
215999 Steps   Best: 1504363258   605.91 seconds
216057 Steps   Best: 1504362704   606.07 seconds
216115 Steps   Best: 1504362250   606.19 seconds
216226 Steps   Best: 1504361007   606.52 seconds
216309 Steps   Best: 1504360937   606.75 seconds
216354 Steps   Best: 1504360304   606.86 seconds
216497 Steps   Best: 1504360088   607.23 seconds
216554 Steps   Best: 1504359840   607.38 seconds
216691 Steps   Best: 1504359747   607.74 seconds
216698 Steps   Best: 1504358928   607.75 seconds
216765 Steps   Best: 1504358739   607.91 seconds
216999 Steps   Best: 1504358739   608.49 seconds
217002 Steps   Best: 1504358372   608.49 seconds
217064 Steps   Best: 1504358085   608.65 seconds
217092 Steps   Best: 1504357521   608.71 seconds
217324 Steps   Best: 1504356902   609.24 seconds
217477 Steps   Best: 1504356764   609.59 seconds
217509 Steps   Best: 1504356579   609.65 seconds
217547 Steps   Best: 1504355900   609.74 seconds
217596 Steps   Best: 1504355348   609.85 seconds
217647 Steps   Best: 1504355291   610.00 seconds
217671 Steps   Best: 1504355041   610.05 seconds
217959 Steps   Best: 1504354238   610.74 seconds
217999 Steps   Best: 1504354238   610.84 seconds
218116 Steps   Best: 1504353986   611.13 seconds
218142 Steps   Best: 1504353484   611.20 seconds
218144 Steps   Best: 1504353348   611.20 seconds
218186 Steps   Best: 1504352145   611.29 seconds
218266 Steps   Best: 1504351804   611.47 seconds
218410 Steps   Best: 1504351616   611.77 seconds
218453 Steps   Best: 1504351041   611.87 seconds
218697 Steps   Best: 1504350907   612.42 seconds
218790 Steps   Best: 1504350701   612.64 seconds
218858 Steps   Best: 1504350562   612.81 seconds
218926 Steps   Best: 1504350370   612.98 seconds
218969 Steps   Best: 1504350054   613.07 seconds
218999 Steps   Best: 1504350054   613.13 seconds
219099 Steps   Best: 1504349888   613.38 seconds
219129 Steps   Best: 1504349788   613.45 seconds
219182 Steps   Best: 1504349696   613.57 seconds
219288 Steps   Best: 1504349057   613.82 seconds
219524 Steps   Best: 1504348834   614.36 seconds
219646 Steps   Best: 1504348446   614.64 seconds
219772 Steps   Best: 1504348438   614.93 seconds
219848 Steps   Best: 1504348337   615.11 seconds
219946 Steps   Best: 1504347892   615.31 seconds
219960 Steps   Best: 1504347428   615.35 seconds
219974 Steps   Best: 1504347346   615.38 seconds
219999 Steps   Best: 1504347346   615.43 seconds
Wrote the tour to linkern.tour
220040 Steps   Best: 1504346794   615.56 seconds
220148 Steps   Best: 1504346653   615.83 seconds
220206 Steps   Best: 1504346623   615.98 seconds
220562 Steps   Best: 1504346528   616.85 seconds
220790 Steps   Best: 1504346515   617.36 seconds
220799 Steps   Best: 1504346503   617.37 seconds
220807 Steps   Best: 1504346460   617.39 seconds
220822 Steps   Best: 1504345228   617.42 seconds
220971 Steps   Best: 1504345108   617.79 seconds
220999 Steps   Best: 1504345108   617.85 seconds
221171 Steps   Best: 1504344786   618.25 seconds
